institution_id,macro_category,count,institution_name
I4210163460,High-Dimensional Data Analysis,1,Midwest Orthopaedic Research Foundation
I4210163771,Causality & Temporal Analysis,1,Tableau Software (United States)
I4210163771,Graph Visualization & Text Mining,2,Tableau Software (United States)
I4210163771,High-Dimensional Data Analysis,2,Tableau Software (United States)
I4210163771,Imaging & Display Technology,1,Tableau Software (United States)
I4210163771,Perception & Uncertainty Vis,4,Tableau Software (United States)
I4210163771,Social & Biomedical Analytics,2,Tableau Software (United States)
I4210163771,Visual Programming & ML,1,Tableau Software (United States)
I4210163771,Volume Rendering & Immersive Tech,12,Tableau Software (United States)
I4210163870,Volume Rendering & Immersive Tech,1,United States Army Research Office
I4210164234,Volume Rendering & Immersive Tech,1,Microcom (United States)
I4210164339,Visual Programming & ML,1,Oldham Council
I4210164339,Volume Rendering & Immersive Tech,1,Oldham Council
I4210164660,Visual Programming & ML,1,CHOC Foundation
I4210164736,Imaging & Display Technology,1,Cajal Neuroscience (United States)
I4210164937,Graph Visualization & Text Mining,10,Microsoft Research (United Kingdom)
I4210164937,High-Dimensional Data Analysis,1,Microsoft Research (United Kingdom)
I4210164937,Network Security & Anomaltic,1,Microsoft Research (United Kingdom)
I4210164937,Perception & Uncertainty Vis,2,Microsoft Research (United Kingdom)
I4210164937,Social & Biomedical Analytics,7,Microsoft Research (United Kingdom)
I4210164937,Visual Programming & ML,9,Microsoft Research (United Kingdom)
I4210164937,Volume Rendering & Immersive Tech,8,Microsoft Research (United Kingdom)
I4210164942,Imaging & Display Technology,1,Allen Institute for Cell Science
I4210164942,Volume Rendering & Immersive Tech,1,Allen Institute for Cell Science
I4210165024,Molecular Simulation,1,Institute of Infection and Immunity
I4210165038,Geospatial & Seismic Vis,1,University of Chinese Academy of Sciences
I4210165038,Graph Visualization & Text Mining,1,University of Chinese Academy of Sciences
I4210165038,Social & Biomedical Analytics,1,University of Chinese Academy of Sciences
I4210165591,Imaging & Display Technology,1,Network Group (Czechia)
I4210165734,Volume Rendering & Immersive Tech,1,National Supercomputing Center of Tianjin
I4210165912,Graph Visualization & Text Mining,3,Laboratoire Traitement et Communication de l’Information
I4210165912,Molecular Simulation,1,Laboratoire Traitement et Communication de l’Information
I4210165912,Topological Data Analysis,2,Laboratoire Traitement et Communication de l’Information
I4210165912,Volume Rendering & Immersive Tech,2,Laboratoire Traitement et Communication de l’Information
I4210166048,High-Dimensional Data Analysis,1,Gesellschaft Fur Mathematik Und Datenverarbeitung
I4210166784,Perception & Uncertainty Vis,1,École Nationale Supérieure des Arts Décoratifs
I4210166784,Volume Rendering & Immersive Tech,1,École Nationale Supérieure des Arts Décoratifs
I4210166808,Molecular Simulation,1,Institute of Crystallography
I4210167018,Volume Rendering & Immersive Tech,1,Interaction Design (United Kingdom)
I4210167249,Network Security & Anomaltic,1,Network Technologies (United States)
I4210167297,Graph Visualization & Text Mining,2,IBM Research - Haifa
I4210167297,Imaging & Display Technology,1,IBM Research - Haifa
I4210167297,Social & Biomedical Analytics,2,IBM Research - Haifa
I4210167330,Molecular Simulation,1,Biographics (United States)
I42894916,Graph Visualization & Text Mining,2,Data61
I42894916,Volume Rendering & Immersive Tech,2,Data61
I43439940,Graph Visualization & Text Mining,1,University of Southampton
I43522216,High-Dimensional Data Analysis,1,"California State University, Sacramento"
I43579087,Graph Visualization & Text Mining,1,University of Wisconsin–Milwaukee
I4387152369,Graph Visualization & Text Mining,1,"Laboratoire en Innovation, Technologies, Economie et Management"
I4387152675,Graph Visualization & Text Mining,1,Rheinland-Pfälzische Technische Universität Kaiserslautern-Landau
I4387152675,Topological Data Analysis,2,Rheinland-Pfälzische Technische Universität Kaiserslautern-Landau
I4387152675,Volume Rendering & Immersive Tech,1,Rheinland-Pfälzische Technische Universität Kaiserslautern-Landau
I4387153087,Volume Rendering & Immersive Tech,1,Mathématiques et Informatique Appliquées
I4387153937,Imaging & Display Technology,1,Universität Koblenz
I4387153937,Volume Rendering & Immersive Tech,4,Universität Koblenz
I4388446366,Perception & Uncertainty Vis,1,Indiana University Indianapolis
I4388482740,Graph Visualization & Text Mining,1,Georgia Tech Research Institute
I4388482754,Volume Rendering & Immersive Tech,1,Naval Research Laboratory Laboratories for Computational Physics & Fluid Dynamics
I4388891828,Visual Programming & ML,1,Texas Advanced Computing Center
I4388891828,Volume Rendering & Immersive Tech,3,Texas Advanced Computing Center
I4389425429,Geospatial & Seismic Vis,1,U.S. Army Corp of Engineers Waterways Experiment Station
I4389425457,Topological Data Analysis,1,Institut des Sciences du Calcul et des Données
I4389425457,Volume Rendering & Immersive Tech,1,Institut des Sciences du Calcul et des Données
I4390039265,Visual Programming & ML,1,PRG S&Tech (South Korea)
I4390039371,Graph Visualization & Text Mining,1,Solutions Inc. (Japan)
I4391767840,Visual Programming & ML,1,Texas A&M Engineering Experiment Station
I4391767926,Molecular Simulation,1,CSCS - Swiss National Supercomputing Centre
I4391767926,Visual Programming & ML,1,CSCS - Swiss National Supercomputing Centre
I4391767926,Volume Rendering & Immersive Tech,1,CSCS - Swiss National Supercomputing Centre
I4394709130,Causality & Temporal Analysis,1,Indiana University School of Medicine
I4394709130,Social & Biomedical Analytics,1,Indiana University School of Medicine
I4394709130,Visual Programming & ML,1,Indiana University School of Medicine
I4399598377,Volume Rendering & Immersive Tech,1,Institute of Science and Technology
I4399598381,Visual Programming & ML,1,Samsung Advanced Institute of Technology (South Korea)
I4400600974,Molecular Simulation,2,Novartis Institutes for BioMedical Research
I4401726748,Volume Rendering & Immersive Tech,1,V.F. Corporation (United States)
I4401726859,High-Dimensional Data Analysis,1,Kuaishou (China)
I4402554120,Volume Rendering & Immersive Tech,1,Rutgers New Jersey Medical School
I44202434,Graph Visualization & Text Mining,1,Fundação Getulio Vargas
I4432739,Graph Visualization & Text Mining,2,University of Bergen
I4432739,High-Dimensional Data Analysis,14,University of Bergen
I4432739,Imaging & Display Technology,1,University of Bergen
I4432739,Molecular Simulation,6,University of Bergen
I4432739,Social & Biomedical Analytics,1,University of Bergen
I4432739,Visual Programming & ML,3,University of Bergen
I4432739,Volume Rendering & Immersive Tech,16,University of Bergen
I44461941,Volume Rendering & Immersive Tech,5,University of Houston
I44504214,Graph Visualization & Text Mining,1,Czech Technical University in Prague
I44504214,Imaging & Display Technology,1,Czech Technical University in Prague
I44504214,Volume Rendering & Immersive Tech,2,Czech Technical University in Prague
I44854399,High-Dimensional Data Analysis,1,University of Southern Mississippi
I44896327,Graph Visualization & Text Mining,2,Mitre (United States)
I44896327,High-Dimensional Data Analysis,2,Mitre (United States)
I44896327,Social & Biomedical Analytics,1,Mitre (United States)
I44896327,Visual Programming & ML,3,Mitre (United States)
I44896327,Volume Rendering & Immersive Tech,1,Mitre (United States)
I45129253,Graph Visualization & Text Mining,2,University College London
I45129253,High-Dimensional Data Analysis,1,University College London
I45129253,Volume Rendering & Immersive Tech,3,University College London
I45438204,Imaging & Display Technology,2,The University of Texas at San Antonio
I45438204,Volume Rendering & Immersive Tech,1,The University of Texas at San Antonio
I4576418,Volume Rendering & Immersive Tech,1,University of Technology Malaysia
I4577782,Volume Rendering & Immersive Tech,1,Technische Universität Berlin
I45928872,Geospatial & Seismic Vis,1,Alibaba Group (China)
I45928872,Graph Visualization & Text Mining,3,Alibaba Group (China)
I45928872,High-Dimensional Data Analysis,1,Alibaba Group (China)
I45928872,Network Security & Anomaltic,1,Alibaba Group (China)
I45928872,Perception & Uncertainty Vis,1,Alibaba Group (China)
I45928872,Visual Programming & ML,2,Alibaba Group (China)
I46020346,Visual Programming & ML,1,American Institute of Aeronautics and Astronautics
I46020346,Volume Rendering & Immersive Tech,3,American Institute of Aeronautics and Astronautics
I46247651,Causality & Temporal Analysis,1,University of Manitoba
I46247651,Graph Visualization & Text Mining,2,University of Manitoba
I46247651,Volume Rendering & Immersive Tech,2,University of Manitoba
I4665924,Graph Visualization & Text Mining,6,University of Rostock
I4665924,High-Dimensional Data Analysis,1,University of Rostock
I4665924,Network Security & Anomaltic,1,University of Rostock
I4665924,Visual Programming & ML,3,University of Rostock
I4665924,Volume Rendering & Immersive Tech,4,University of Rostock
I47301684,Network Security & Anomaltic,1,Illinois State University
I47431100,Volume Rendering & Immersive Tech,2,Dassault Systèmes (France)
I47508984,Geospatial & Seismic Vis,1,Imperial College London
I47508984,Visual Programming & ML,1,Imperial College London
I47508984,Volume Rendering & Immersive Tech,3,Imperial College London
I47720641,Imaging & Display Technology,1,Huazhong University of Science and Technology
I48071105,Volume Rendering & Immersive Tech,1,Anstalt für Verbrennungskraftmaschinen List
I48430043,Visual Programming & ML,1,Institut National des Sciences Appliquées de Lyon
I48566637,High-Dimensional Data Analysis,1,Ulsan National Institute of Science and Technology
I48566637,Imaging & Display Technology,1,Ulsan National Institute of Science and Technology
I48566637,Visual Programming & ML,2,Ulsan National Institute of Science and Technology
I48566637,Volume Rendering & Immersive Tech,3,Ulsan National Institute of Science and Technology
I4923324,Network Security & Anomaltic,1,Fraunhofer Society
I4923324,Visual Programming & ML,2,Fraunhofer Society
I4923324,Volume Rendering & Immersive Tech,1,Fraunhofer Society
I49324905,Geospatial & Seismic Vis,1,Equinor (Norway)
I49382586,Graph Visualization & Text Mining,1,An Giang University
I5023651,Molecular Simulation,1,McGill University
I5023651,Visual Programming & ML,1,McGill University
I50627504,Imaging & Display Technology,1,Istanbul Arel University
I50760025,Graph Visualization & Text Mining,1,Hangzhou Dianzi University
I50760025,High-Dimensional Data Analysis,1,Hangzhou Dianzi University
I51101395,Molecular Simulation,1,Université Paris 1 Panthéon-Sorbonne
I5124864,High-Dimensional Data Analysis,1,École Polytechnique Fédérale de Lausanne
I5124864,Visual Programming & ML,1,École Polytechnique Fédérale de Lausanne
I5124864,Volume Rendering & Immersive Tech,5,École Polytechnique Fédérale de Lausanne
I51342185,Graph Visualization & Text Mining,1,Minneapolis College of Art and Design
I51441396,Graph Visualization & Text Mining,2,Bauhaus-Universität Weimar
I51441396,Visual Programming & ML,1,Bauhaus-Universität Weimar
I51441396,Volume Rendering & Immersive Tech,2,Bauhaus-Universität Weimar
I51532219,Volume Rendering & Immersive Tech,1,University of Lincoln
I51556381,Graph Visualization & Text Mining,1,University of Virginia
I51556381,Visual Programming & ML,1,University of Virginia
I51783024,Imaging & Display Technology,2,Brandenburg University of Technology Cottbus-Senftenberg
I52099693,Visual Programming & ML,1,University of York
I52357470,Geospatial & Seismic Vis,1,The Ohio State University
I52357470,Graph Visualization & Text Mining,5,The Ohio State University
I52357470,High-Dimensional Data Analysis,16,The Ohio State University
